"Tipo.Instrumento" "Nombre" "Fecha.op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre.min" "Pre.max" "Pre.prom" "Cupon" "Frecuencia" "Rendimiento"
"Valores Fin." "Valores Fin.112022" 2018-01-31 "022 BCV" "VFBS01122-0013" 2022-11-22 1756 3 3e+07 106.5235 106.5861 106.5548 10 2 8.30547755135882
"Valores Fin." "Valores Fin.122022" 2018-01-31 "022 BCV" "VFBS01222-0012" 2022-12-22 1786 2 3e+07 105.4535 105.4847 105.4691 10 2 8.58923878645479
"VEBONO" "VEBONO022022" 2018-02-01 "022 BCV" "DPBS09345-0023" 2022-02-10 1470 1 2.39e+09 123.9338 123.9338 123.9338 14.46 4 7.49277290516561
"VEBONO" "VEBONO012023" 2018-02-01 "022 BCV" "DPBS09345-0032" 2023-01-19 1813 1 2e+09 128.9396 128.9396 128.9396 14.62 4 7.57067069763471
"VEBONO" "VEBONO062032" 2018-02-01 "022 BCV" "DPBS02207-0052" 2032-06-17 5250 1 1146049153 120.2042 120.2042 120.2042 13.97 4 11.1340143778905
"TIF" "TIF052036" 2018-02-01 "022 BCV" "DPBS02909-0062" 2036-05-22 6685 1 689474000 119.0469 119.0469 119.0469 13.5 4 11.0531088365677
"VEBONO" "VEBONO122036" 2018-02-01 "022 BCV" "DPBS02909-0053" 2036-12-04 6881 2 1328392000 119.2156 119.2469 119.23125 13.37 4 10.9467744041609
"TIF" "TIF012037" 2018-02-01 "022 BCV" "DPBS02909-0080" 2037-01-29 6937 2 2.5e+08 119 119.0156 119.0078 13.25 4 10.8732471022455
"VEBONO" "VEBONO082037" 2018-02-01 "022 BCV" "DPBS02909-0071" 2037-08-06 7126 2 500502000 119 119.0156 119.0078 13.18 4 10.8213264417015
"VEBONO" "VEBONO022022" 2018-02-02 "022 BCV" "DPBS09345-0023" 2022-02-10 1469 1 2.39e+09 123.9651 123.9651 123.9651 14.46 4 7.48125529547279
"VEBONO" "VEBONO012023" 2018-02-02 "022 BCV" "DPBS09345-0032" 2023-01-19 1812 1 2e+09 128.9709 128.9709 128.9709 14.62 4 7.56131280714154
"VEBONO" "VEBONO062032" 2018-02-02 "022 BCV" "DPBS02207-0052" 2032-06-17 5249 1 1146049153 120.2355 120.2355 120.2355 13.97 4 11.1300093205037
"LETRA" "LTB022018" 2018-02-05 "022 BCV" "LTBS00218-0036" 2018-02-21 16 1 5.5e+07 99.8 99.8 99.8 0 0 4.5090180360724
"LETRA" "LTB082018" 2018-02-05 "022 BCV" "LTBS00818-0012" 2018-08-15 191 1 1.05e+08 97.5 97.5 97.5 0 0 4.83286347160691
"LETRA" "LTB022018" 2018-02-06 "022 BCV" "LTBS00218-0036" 2018-02-21 15 1 5.5e+07 99.8313 99.8313 99.8313 0 0 4.05564186783121
"LETRA" "LTB082018" 2018-02-06 "022 BCV" "LTBS00818-0012" 2018-08-15 190 1 1.05e+08 97.5313 97.5313 97.5313 0 0 4.79593406640255
"LETRA" "LTB032018" 2018-02-07 "022 BCV" "LTBS00318-0026" 2018-03-07 28 2 108724000 99.544 99.6065 99.57525 0 0 5.48436627432174
"VEBONO" "VEBONO022024" 2018-02-08 "022 BCV" "DPBS00760-0025" 2024-02-22 2205 1 5000 119.5 119.5 119.5 14.92 4 10.4988830759281
"VEBONO" "VEBONO012025" 2018-02-08 "022 BCV" "DPBS00324-0018" 2025-01-09 2527 1 23000 119.5 119.5 119.5 15.12 4 11.0483018329614
"VEBONO" "VEBONO032031" 2018-02-08 "022 BCV" "DPBS02207-0016" 2031-03-13 4781 1 1e+06 119.5 119.5 119.5 14.97 4 11.9963952797899
"TIF" "TIF052036" 2018-02-08 "022 BCV" "DPBS02909-0062" 2036-05-22 6678 1 68500000 119.5 119.5 119.5 13.5 4 11.0025104046112
"VEBONO" "VEBONO122036" 2018-02-08 "022 BCV" "DPBS02909-0053" 2036-12-04 6874 1 4.6e+07 119.5 119.5 119.5 13.37 4 10.9169894266697
"TIF" "TIF012037" 2018-02-08 "022 BCV" "DPBS02909-0080" 2037-01-29 6930 1 68380000 119.5 119.5 119.5 13.25 4 10.8190609010409
"VEBONO" "VEBONO082037" 2018-02-08 "022 BCV" "DPBS02909-0071" 2037-08-06 7119 1 5e+07 119.5 119.5 119.5 13.18 4 10.779882450769
"Valores Fin." "Valores Fin.102022" 2018-02-09 "022 BCV" "VFBS01022-0014" 2022-10-25 1719 1 1e+09 105.6 105.6 105.6 10 2 8.51043898181354
"Valores Fin." "Valores Fin.122022" 2018-02-09 "022 BCV" "VFBS01222-0012" 2022-12-22 1777 1 1e+09 106.5 106.5 106.5 10 2 8.32983881009621
"TIF" "TIF022032" 2018-02-15 "022 BCV" "DPBS02207-0043" 2032-02-19 5117 1 2.5e+07 137.5 137.5 137.5 14.5 4 9.59475696039496
"Valores Fin." "Valores Fin.102022" 2018-02-16 "022 BCV" "VFBS01022-0014" 2022-10-25 1712 2 2e+09 105.6156 105.6312 105.6234 10 2 8.49983488243038
"Valores Fin." "Valores Fin.122022" 2018-02-16 "022 BCV" "VFBS01222-0012" 2022-12-22 1770 2 2e+09 106.5156 106.5313 106.52345 10 2 8.31843481544956
"LETRA" "LTB112018" 2018-02-19 "022 BCV" "LTBS01118-0016" 2018-11-21 275 1 41761000 95.5047 95.5047 95.5047 0 0 6.16174530011233
"LETRA" "LTB032018" 2018-02-20 "022 BCV" "LTBS00318-0026" 2018-03-07 15 1 168192000 99.5 99.5 99.5 0 0 12.0603015075375
"LETRA" "LTB112018" 2018-02-20 "022 BCV" "LTBS01118-0016" 2018-11-21 274 2 83522000 95.5203 99 97.26015 0 0 3.70121053659493
"Valores Fin." "Valores Fin.122022" 2018-02-20 "022 BCV" "VFBS01222-0012" 2022-12-22 1766 1 3e+09 103.5 103.5 103.5 10 2 9.06966106554936
"VEBONO" "VEBONO062032" 2018-02-21 "022 BCV" "DPBS02207-0052" 2032-06-17 5230 1 1e+08 137.4 137.4 137.4 13.97 4 9.234002721624
"TIF" "TIF012037" 2018-02-21 "022 BCV" "DPBS02909-0080" 2037-01-29 6917 1 2.5e+08 117 117 117 13.25 4 11.0915853819157
"LETRA" "LTB032018" 2018-02-21 "022 BCV" "LTBS00318-0026" 2018-03-07 14 1 168192000 99.5313 99.5313 99.5313 0 0 12.1090407884612
"LETRA" "LTB032018" 2018-02-21 "022 BCV" "LTBS00318-0035" 2018-03-21 28 1 53846000 99.9456 99.9456 99.9456 0 0 0.699809267670088
"LETRA" "LTB112018" 2018-02-21 "022 BCV" "LTBS01118-0016" 2018-11-21 273 2 83522000 95.5515999999999 99.0313 97.29145 0 0 3.67114919729769
"TIF" "TIF022032" 2018-02-22 "022 BCV" "DPBS02207-0043" 2032-02-19 5110 1 494136000 128 128 128 14.5 4 10.6361684294235
"TIF" "TIF052036" 2018-02-22 "022 BCV" "DPBS02909-0062" 2036-05-22 6664 1 384228000 120 120 120 13.5 4 10.9588915400662
"TIF" "TIF012037" 2018-02-22 "022 BCV" "DPBS02909-0080" 2037-01-29 6916 2 5e+08 117.0156 117.0313 117.02345 13.25 4 11.0888593247894
"TIF" "TIF022032" 2018-02-23 "022 BCV" "DPBS02207-0043" 2032-02-19 5109 1 494136000 128.031299999999 128.0313 128.031299999999 14.5 4 10.6322479247956
"TIF" "TIF052036" 2018-02-23 "022 BCV" "DPBS02909-0062" 2036-05-22 6663 1 384228000 120.0156 120.0156 120.0156 13.5 4 10.9570183641486
"VEBONO" "VEBONO012020" 2018-02-26 "022 BCV" "DPBS08771-0018" 2020-01-02 675 1 143142750 120.8144 120.8144 120.8144 14.37 4 2.7706353302908
"VEBONO" "VEBONO022024" 2018-02-26 "022 BCV" "DPBS00760-0025" 2024-02-22 2187 1 1e+08 128.49 128.49 128.49 14.92 4 8.76168212938833
"TIF" "TIF022032" 2018-02-26 "022 BCV" "DPBS02207-0043" 2032-02-19 5106 1 7e+07 125 125 125 14.5 4 10.9849171976804
"VEBONO" "VEBONO032035" 2018-02-26 "022 BCV" "DPBS02909-0044" 2035-03-15 6226 1 2466667000 115.65 115.65 115.65 13.47 4 11.3795840548928
"TIF" "TIF052036" 2018-02-26 "022 BCV" "DPBS02909-0062" 2036-05-22 6660 1 7.5e+07 119.0157 119.0157 119.0157 13.5 4 11.0670959300167
"VEBONO" "VEBONO012020" 2018-02-27 "022 BCV" "DPBS08771-0018" 2020-01-02 674 1 143142750 120.83 120.83 120.83 14.37 4 2.74768826813503
"VEBONO" "VEBONO022024" 2018-02-27 "022 BCV" "DPBS00760-0025" 2024-02-22 2186 2 2e+08 128.505599999999 128.5369 128.52125 14.92 4 8.75397900370052
"VEBONO" "VEBONO032027" 2018-02-27 "022 BCV" "DPBS00760-0061" 2027-03-11 3299 1 5e+07 129.9531 129.9531 129.9531 15.07 4 9.99541071573038
"VEBONO" "VEBONO052029" 2018-02-27 "022 BCV" "DPBS01632-0057" 2029-05-10 4090 1 5e+07 129.9 129.9 129.9 15.07 4 10.5031770252385
"TIF" "TIF022032" 2018-02-27 "022 BCV" "DPBS02207-0043" 2032-02-19 5105 1 7e+07 125.0156 125.0156 125.0156 14.5 4 10.9827599103198
"TIF" "TIF052036" 2018-02-27 "022 BCV" "DPBS02909-0062" 2036-05-22 6659 1 7.5e+07 119.047 119.047 119.047 13.5 4 11.0634614237453
"VEBONO" "VEBONO122036" 2018-02-27 "022 BCV" "DPBS02909-0053" 2036-12-04 6855 1 277724000 118.9 118.9 118.9 13.37 4 10.9814127185156
"Valores Fin." "Valores Fin.092022" 2018-02-27 "022 BCV" "VFBS00922-0018" 2022-09-22 1668 1 3e+09 105.6 105.6 105.6 10 2 8.4840061645489
"Valores Fin." "Valores Fin.112022" 2018-02-27 "022 BCV" "VFBS01122-0013" 2022-11-22 1729 1 1e+07 106.5861 106.5861 106.5861 10 2 8.27627487772742
"Valores Fin." "Valores Fin.122022" 2018-02-27 "022 BCV" "VFBS01222-0012" 2022-12-22 1759 2 5.647e+09 105.6 106.5 106.276872675757 10 2 8.37027696765942
"VEBONO" "VEBONO032027" 2018-02-28 "022 BCV" "DPBS00760-0061" 2027-03-11 3298 2 1e+08 129.9687 130 129.98435 15.07 4 9.99023559881858
"VEBONO" "VEBONO052029" 2018-02-28 "022 BCV" "DPBS01632-0057" 2029-05-10 4089 2 1e+08 129.9156 129.9469 129.93125 15.07 4 10.4986836634842
"TIF" "TIF022032" 2018-02-28 "022 BCV" "DPBS02207-0043" 2032-02-19 5104 1 7e+07 125.0469 125.0469 125.0469 14.5 4 10.9787394993279
"TIF" "TIF052036" 2018-02-28 "022 BCV" "DPBS02909-0062" 2036-05-22 6658 1 7.5e+07 119.0782 119.0782 119.0782 13.5 4 11.059840457463
"VEBONO" "VEBONO082037" 2018-02-28 "022 BCV" "DPBS02909-0071" 2037-08-06 7099 1 250250000 117 117 117 13.18 4 11.0485716320268
"Valores Fin." "Valores Fin.092022" 2018-02-28 "022 BCV" "VFBS00922-0018" 2022-09-22 1667 1 3e+09 105.6156 105.6156 105.6156 10 2 8.47933246386381
"Valores Fin." "Valores Fin.112022" 2018-02-28 "022 BCV" "VFBS01122-0013" 2022-11-22 1728 2 2e+07 106.6017 106.6173 106.6095 10 2 8.26965285355259
"Valores Fin." "Valores Fin.122022" 2018-02-28 "022 BCV" "VFBS01222-0012" 2022-12-22 1758 3 9.894e+09 105.6156 106.5156 106.381553790176 10 2 8.34369377107791
"VEBONO" "VEBONO122036" 2018-03-01 "022 BCV" "DPBS02909-0053" 2036-12-04 6853 1 277724000 118.9313 118.9313 118.9313 13.37 4 10.9778919051207
"VEBONO" "VEBONO082037" 2018-03-01 "022 BCV" "DPBS02909-0071" 2037-08-06 7098 2 500500000 117.0156 117.0469 117.03125 13.17 4 11.0362310673201
"LETRA" "LTB032018" 2018-03-01 "022 BCV" "LTBS00318-0017" 2018-03-14 13 1 1.05e+08 99.95 99.95 99.95 0 0 1.38530803863491
"LETRA" "LTB092018" 2018-03-01 "022 BCV" "LTBS00918-0011" 2018-09-19 202 1 1.05e+08 98.7 98.7 98.7 0 0 2.34734719672576
"LETRA" "LTB032018" 2018-03-02 "022 BCV" "LTBS00318-0017" 2018-03-14 12 1 1.05e+08 99.9656 99.9656 99.9656 0 0 1.03235513016497
"LETRA" "LTB092018" 2018-03-02 "022 BCV" "LTBS00918-0011" 2018-09-19 201 1 1.05e+08 98.7156 98.7156 98.7156 0 0 2.33034891187187
"TICC" "TICC032019" 2018-03-02 "022 BCV" "DPUS05187-0014" 2019-03-21 384 1 26000 102.7813 102.7813 102.7813 5.25 2 2.54026332693225
"TIF" "TIF042018" 2018-03-05 "022 BCV" "DPBS08773-0016" 2018-04-12 38 1 3e+06 101.5 101.5 101.5 18 4 3.64022448050963
"VEBONO" "VEBONO022022" 2018-03-05 "022 BCV" "DPBS09345-0023" 2022-02-10 1438 1 3400000 123 123 123 14.37 4 7.5646875684928
"VEBONO" "VEBONO012023" 2018-03-05 "022 BCV" "DPBS09345-0032" 2023-01-19 1781 1 7600000 128 128 128 14.62 4 7.67810093435228
"VEBONO" "VEBONO052029" 2018-03-05 "022 BCV" "DPBS01632-0057" 2029-05-10 4084 1 12353100 133.5 133.5 133.5 15.07 4 10.0526903414772
"VEBONO" "VEBONO032031" 2018-03-05 "022 BCV" "DPBS02207-0016" 2031-03-13 4756 1 18637000 129.25 129.25 129.25 14.97 4 10.7665549037995
"TIF" "TIF012037" 2018-03-06 "022 BCV" "DPBS02909-0080" 2037-01-29 6904 1 1.25e+08 120 120 120 13.25 4 10.7621522216578
"VEBONO" "VEBONO082037" 2018-03-06 "022 BCV" "DPBS02909-0071" 2037-08-06 7093 1 125125000 120 120 120 13.17 4 10.7149461126991
"TIF" "TIF012037" 2018-03-07 "022 BCV" "DPBS02909-0080" 2037-01-29 6903 1 1.25e+08 120.0313 120.0313 120.0313 13.25 4 10.7586905932558
"VEBONO" "VEBONO082037" 2018-03-07 "022 BCV" "DPBS02909-0071" 2037-08-06 7092 1 125125000 120.0313 120.0313 120.0313 13.17 4 10.7115234937684
"TIF" "TIF022021" 2018-03-08 "022 BCV" "DPBS09345-0014" 2021-02-04 1064 1 1.5e+08 133.25 133.25 133.25 16.5 4 4.29263443903078
"LETRA" "LTB042018" 2018-03-08 "022 BCV" "LTBS00418-0025" 2018-04-04 27 3 279999000 99.3385 99.4011 99.3698 0 0 8.45595610202151
"LETRA" "LTB062018" 2018-03-08 "022 BCV" "LTBS00618-0014" 2018-06-13 97 3 3.15e+08 98.2769 98.3395 98.3082 0 0 6.3868989166974
"LETRA" "LTB032018" 2018-03-12 "022 BCV" "LTBS00318-0053" 2018-03-28 16 1 1.05e+08 99.8 99.8 99.8 0 0 4.5090180360724
"LETRA" "LTB062018" 2018-03-12 "022 BCV" "LTBS00618-0014" 2018-06-13 93 1 1.05e+08 98.5 98.5 98.5 0 0 5.89487473391188
"TICC" "TICC032019" 2018-03-12 "022 BCV" "DPUS05187-0014" 2019-03-21 374 1 6e+05 102 102 102 5.25 2 3.23493361201104
"VEBONO" "VEBONO082037" 2018-03-13 "022 BCV" "DPBS02909-0071" 2037-08-06 7086 1 1.55e+08 120 120 120 13.17 4 10.7142050820428
"LETRA" "LTB032018" 2018-03-13 "022 BCV" "LTBS00318-0053" 2018-03-28 15 1 1.05e+08 99.8313 99.8313 99.8313 0 0 4.05564186783121
"LETRA" "LTB062018" 2018-03-13 "022 BCV" "LTBS00618-0014" 2018-06-13 92 1 1.05e+08 98.5313 98.5313 98.5313 0 0 5.83275259386785
"VEBONO" "VEBONO032035" 2018-03-14 "022 BCV" "DPBS02909-0044" 2035-03-15 6210 1 5e+08 123 123 123 13.47 4 10.5462723547435
"TIF" "TIF092035" 2018-03-14 "022 BCV" "DPBS02909-0035" 2035-09-27 6406 1 5e+08 123 123 123 13.75 4 10.8101890606468
"VEBONO" "VEBONO122036" 2018-03-14 "022 BCV" "DPBS02909-0053" 2036-12-04 6840 1 1e+09 124 124 124 13.37 4 10.4312175245754
"VEBONO" "VEBONO082037" 2018-03-14 "022 BCV" "DPBS02909-0071" 2037-08-06 7085 1 1.55e+08 120.0313 120.0313 120.0313 13.17 4 10.7107892105848
"TIF" "TIF042019" 2018-03-15 "022 BCV" "DPBS08772-0026" 2019-04-18 399 1 2.1e+07 117.5 117.5 117.5 16 4 0.00915810316231003
"TIF" "TIF022021" 2018-03-15 "022 BCV" "DPBS09345-0014" 2021-02-04 1057 1 5.8e+07 128.29 128.29 128.29 16.5 4 5.80678514442639
"VEBONO" "VEBONO032031" 2018-03-15 "022 BCV" "DPBS02207-0016" 2031-03-13 4746 1 116614000 129.61 129.61 129.61 14.97 4 10.711845359947
"VEBONO" "VEBONO032034" 2018-03-15 "022 BCV" "DPBS02911-0012" 2034-03-30 5859 1 145349000 124 124 124 13.57 4 10.4657510788326
"TIF" "TIF092034" 2018-03-15 "022 BCV" "DPBS02909-0017" 2034-09-21 6034 1 154131000 124.5 124.5 124.5 14 4 10.8032745017034
"TIF" "TIF052036" 2018-03-15 "022 BCV" "DPBS02909-0062" 2036-05-22 6643 1 689474000 123 123 123 13.5 4 10.6324721774454
"TIF" "TIF012037" 2018-03-15 "022 BCV" "DPBS02909-0080" 2037-01-29 6895 1 2.5e+08 119.25 119.25 119.25 13.25 4 10.8420246124387
"VEBONO" "VEBONO082037" 2018-03-15 "022 BCV" "DPBS02909-0071" 2037-08-06 7084 1 250250000 120.5 120.5 120.5 13.17 4 10.6612221262349
"Valores Fin." "Valores Fin.072022" 2018-03-15 "022 BCV" "VFBS00722-0010" 2022-07-22 1590 2 48629155000 105.5 105.5 105.5 10 2 8.45160857191436
"TIF" "TIF042019" 2018-03-16 "022 BCV" "DPBS08772-0026" 2019-04-18 398 1 2.1e+07 117.5313 117.5313 117.5313 16 4 -0.0533972673927519
"TIF" "TIF022021" 2018-03-16 "022 BCV" "DPBS09345-0014" 2021-02-04 1056 1 5.8e+07 128.3213 128.3213 128.3213 16.5 4 5.78842790930727
"VEBONO" "VEBONO032031" 2018-03-16 "022 BCV" "DPBS02207-0016" 2031-03-13 4745 1 116614000 129.6413 129.6413 129.6413 14.97 4 10.7077384956114
"VEBONO" "VEBONO032035" 2018-03-16 "022 BCV" "DPBS02909-0044" 2035-03-15 6208 2 1e+09 123.0156 123.0469 123.03125 13.47 4 10.5349358462712
"TIF" "TIF092035" 2018-03-16 "022 BCV" "DPBS02909-0035" 2035-09-27 6404 2 1e+09 123.0156 123.0469 123.03125 13.75 4 10.8066191508168
"VEBONO" "VEBONO122036" 2018-03-16 "022 BCV" "DPBS02909-0053" 2036-12-04 6838 2 2e+09 124.0156 124.0313 124.02345 13.37 4 10.4284951765214
"Valores Fin." "Valores Fin.072022" 2018-03-16 "022 BCV" "VFBS00722-0010" 2022-07-22 1589 4 97258310000 105.5313 105.5626 105.54695 10 2 8.4380863219975
"VEBONO" "VEBONO012020" 2018-03-20 "022 BCV" "DPBS08771-0018" 2020-01-02 653 1 178142275 120.8144 120.8144 120.8144 14.37 4 2.4261379546977
"VEBONO" "VEBONO062020" 2018-03-20 "022 BCV" "DPBS08771-0027" 2020-06-18 821 1 1500000 127.5 127.5 127.5 14.37 4 1.8301683775257
"TIF" "TIF022021" 2018-03-20 "022 BCV" "DPBS09345-0014" 2021-02-04 1052 1 1.3e+08 133.2344 133.2344 133.2344 16.5 4 4.18545392035146
"VEBONO" "VEBONO082037" 2018-03-20 "022 BCV" "DPBS02909-0071" 2037-08-06 7079 1 1.55e+08 120 120 120 13.17 4 10.7135178702422
"LETRA" "LTB042018" 2018-03-20 "022 BCV" "LTBS00418-0025" 2018-04-04 15 1 1.05e+08 99.9 99.9 99.9 0 0 2.40240240240208
"LETRA" "LTB122018" 2018-03-20 "022 BCV" "LTBS01218-0015" 2018-12-19 274 1 1.05e+08 99 99 99 0 0 1.32714001327141
"VEBONO" "VEBONO012020" 2018-03-21 "022 BCV" "DPBS08771-0018" 2020-01-02 652 1 178142275 120.83 120.83 120.83 14.37 4 2.40193492371272
"VEBONO" "VEBONO062020" 2018-03-21 "022 BCV" "DPBS08771-0027" 2020-06-18 820 1 1500000 127.5313 127.5313 127.5313 14.37 4 1.80465638578173
"TIF" "TIF022021" 2018-03-21 "022 BCV" "DPBS09345-0014" 2021-02-04 1051 1 1.3e+08 133.25 133.25 133.25 16.5 4 4.17113611021627
"VEBONO" "VEBONO032034" 2018-03-21 "022 BCV" "DPBS02911-0012" 2034-03-30 5853 2 290698000 124.0156 124.0469 124.03125 13.57 4 10.4615010365267
"TIF" "TIF092034" 2018-03-21 "022 BCV" "DPBS02909-0017" 2034-09-21 6028 2 308262000 124.5156 124.5469 124.53125 14 4 10.7910915176049
"TIF" "TIF052036" 2018-03-21 "022 BCV" "DPBS02909-0062" 2036-05-22 6637 2 1378948000 123.0156 123.0313 123.02345 13.5 4 10.6291150599366
"TIF" "TIF012037" 2018-03-21 "022 BCV" "DPBS02909-0080" 2037-01-29 6889 2 5e+08 119.2656 119.2969 119.28125 13.25 4 10.8380910590133
"VEBONO" "VEBONO082037" 2018-03-21 "022 BCV" "DPBS02909-0071" 2037-08-06 7078 3 655500000 120.0313 120.5469 120.413031464531 13.17 4 10.669787036121
"LETRA" "LTB042018" 2018-03-21 "022 BCV" "LTBS00418-0025" 2018-04-04 14 1 1.05e+08 99.9312999999999 99.9313 99.9312999999999 0 0 1.7677858974857
"LETRA" "LTB122018" 2018-03-21 "022 BCV" "LTBS01218-0015" 2018-12-19 273 1 1.05e+08 99.0313 99.0313 99.0313 0 0 1.28990187284888
"TIF" "TIF092035" 2018-03-26 "022 BCV" "DPBS02909-0035" 2035-09-27 6394 1 3e+09 111.5 111.5 111.5 13.75 4 12.1560205136084
"TIF" "TIF052036" 2018-03-26 "022 BCV" "DPBS02909-0062" 2036-05-22 6632 1 3e+09 111.5 111.5 111.5 13.5 4 11.9459991810632
"Valores Fin." "Valores Fin.092022" 2018-03-26 "022 BCV" "VFBS00922-0018" 2022-09-22 1641 1 6.461e+09 104.75 104.75 104.75 10 2 8.67232395318047
"Valores Fin." "Valores Fin.122022" 2018-03-26 "022 BCV" "VFBS01222-0012" 2022-12-22 1732 1 3.426e+09 104.75 104.75 104.75 10 2 8.73415472350239
"Valores Fin." "Valores Fin.082022" 2018-03-27 "022 BCV" "VFBS00822-0019" 2022-08-23 1610 1 1e+08 106.1 106.1 106.1 10 2 8.30928406358034
"Valores Fin." "Valores Fin.092022" 2018-03-27 "022 BCV" "VFBS00922-0018" 2022-09-22 1640 2 6.561e+09 104.7656 106 104.784414205152 10 2 8.6623880030217
"Valores Fin." "Valores Fin.122022" 2018-03-27 "022 BCV" "VFBS01222-0012" 2022-12-22 1731 2 5.826e+09 104.7656 106.5 105.48007991761 10 2 8.54873329538068
"Valores Fin." "Valores Fin.072022" 2018-03-28 "022 BCV" "VFBS00722-0010" 2022-07-22 1577 1 1e+09 106.75 106.75 106.75 10 2 8.10367659199018
"Valores Fin." "Valores Fin.082022" 2018-03-28 "022 BCV" "VFBS00822-0019" 2022-08-23 1609 2 2e+08 106.1313 106.1626 106.14695 10 2 8.29588427093655
"Valores Fin." "Valores Fin.092022" 2018-03-28 "022 BCV" "VFBS00922-0018" 2022-09-22 1639 2 2e+08 106.0313 106.0626 106.04695 10 2 8.32911474702502
"Valores Fin." "Valores Fin.122022" 2018-03-28 "022 BCV" "VFBS01222-0012" 2022-12-22 1730 2 4.8e+09 106.5313 106.5626 106.54695 10 2 8.28068385023903
"TIF" "TIF042023" 2018-04-03 "022 BCV" "DPBS09345-0050" 2023-04-06 1829 1 2e+08 118 118 118 16 4 11.2494784851312
"VEBONO" "VEBONO042024" 2018-04-03 "022 BCV" "DPBS09347-0012" 2024-04-18 2207 1 4e+08 118.25 118.25 118.25 14.87 4 10.7251743428627
"VEBONO" "VEBONO032027" 2018-04-03 "022 BCV" "DPBS00760-0061" 2027-03-11 3264 1 3068872787 120.25 120.25 120.25 15.07 4 11.4105692585112
"Valores Fin." "Valores Fin.072022" 2018-04-03 "022 BCV" "VFBS00722-0010" 2022-07-22 1571 1 7871398000 101.85 101.85 101.85 10 2 9.45113885271578
"Valores Fin." "Valores Fin.082022" 2018-04-03 "022 BCV" "VFBS00822-0019" 2022-08-23 1603 1 4e+10 101.85 101.85 101.85 10 2 9.46237697323546
"Valores Fin." "Valores Fin.092022" 2018-04-03 "022 BCV" "VFBS00922-0018" 2022-09-22 1633 1 4e+10 101.85 101.85 101.85 10 2 9.45135156408949
"Valores Fin." "Valores Fin.032024" 2018-04-03 "022 BCV" "VFBS00324-0012" 2024-03-26 2184 1 9.781e+09 106.55 106.55 106.55 10 2 8.55498926499738
"VEBONO" "VEBONO062032" 2018-04-05 "022 BCV" "DPBS02207-0052" 2032-06-17 5187 1 183600000 127.9905 127.9905 127.9905 13.97 4 10.2050713519214
"VEBONO" "VEBONO062032" 2018-04-06 "022 BCV" "DPBS02207-0052" 2032-06-17 5186 1 183600000 128.0061 128.0061 128.0061 13.97 4 10.2030277059861
"Valores Fin." "Valores Fin.032024" 2018-04-10 "022 BCV" "VFBS00324-0012" 2024-03-26 2177 1 2e+10 103 103 103 10 2 9.30752830406147
"Valores Fin." "Valores Fin.032024" 2018-04-11 "022 BCV" "VFBS00324-0012" 2024-03-26 2176 2 4e+10 103.0156 103.0469 103.03125 10 2 9.30036350348935
"TIF" "TIF082018" 2018-04-12 "022 BCV" "DPBS08773-0034" 2018-08-23 133 1 10492000 105.0193 105.0193 105.0193 16 4 2.22750531990172
"VEBONO" "VEBONO012021" 2018-04-12 "022 BCV" "DPBS08772-0017" 2021-01-29 1023 1 30970000 125.6257 125.6257 125.6257 14.62 4 4.7773207417495
"TICC" "TICC032019" 2018-04-12 "022 BCV" "DPUS05187-0014" 2019-03-21 343 3 3511000 100 100.0625 100.009096411279 5.25 2 5.17306498945649
"TIF" "TIF082018" 2018-04-13 "022 BCV" "DPBS08773-0034" 2018-08-23 132 1 10492000 105.0349 105.0349 105.0349 16 4 2.08504224476043
"VEBONO" "VEBONO012021" 2018-04-13 "022 BCV" "DPBS08772-0017" 2021-01-29 1022 1 30970000 125.6413 125.6413 125.6413 14.62 4 4.76415128216434
"LETRA" "LTB072018" 2018-04-17 "022 BCV" "LTBS00718-0013" 2018-07-18 92 1 1.05e+08 99.0313 99.0313 99.0313 0 0 3.82764360095375
"TICC" "TICC032019" 2018-04-18 "022 BCV" "DPUS05187-0014" 2019-03-21 337 1 1680000 100 100 100 5.25 2 5.18087309030046
"TICC" "TICC032019" 2018-04-23 "022 BCV" "DPUS05187-0014" 2019-03-21 332 2 7e+05 100 100 100 5.25 2 5.17911540968701
"VEBONO" "VEBONO082037" 2018-04-25 "022 BCV" "DPBS02909-0071" 2037-08-06 7043 1 125125000 120.85 120.85 120.85 13.17 4 10.6211492921819
"TIF" "TIF092035" 2018-04-26 "022 BCV" "DPBS02909-0035" 2035-09-27 6363 1 3e+09 114 114 114 13.75 4 11.8316751866413
"TIF" "TIF052036" 2018-04-26 "022 BCV" "DPBS02909-0062" 2036-05-22 6601 1 2e+09 114 114 114 13.5 4 11.6397309603872
"TIF" "TIF052036" 2018-04-27 "022 BCV" "DPBS02909-0062" 2036-05-22 6600 1 689474000 125 125 125 13.5 4 10.4179542868475
"VEBONO" "VEBONO122036" 2018-04-27 "022 BCV" "DPBS02909-0053" 2036-12-04 6796 1 664196000 125 125 125 13.37 4 10.3230517989093
"TIF" "TIF012037" 2018-04-27 "022 BCV" "DPBS02909-0080" 2037-01-29 6852 1 2.5e+08 123 123 123 13.25 4 10.4420406311045
"VEBONO" "VEBONO082037" 2018-04-27 "022 BCV" "DPBS02909-0071" 2037-08-06 7041 1 250250000 123.5 123.5 123.5 13.17 4 10.3477391092197
